loan_id,owner_id,owner_type,kredi_turu,tutar_tl,vade_ay,aylik_faiz_yuzde,baslangic_tarihi,durum,temerrut_flag
L006374,F00686,company,İşletme Kredisi,49067.17,48,3.6,2024-04-19,Aktif,False
L006375,F00686,company,KOBİ Kredisi,71100.73,12,4.12,2019-03-05,Kapalı,False
L006376,F00687,company,KOBİ Kredisi,1374201.74,48,4.06,2024-11-02,Aktif,False
L006377,F00687,company,İşletme Kredisi,133563.82,12,4.08,2019-09-18,Kapalı,False
L006378,F00688,company,KOBİ Kredisi,262700.71,60,3.77,2024-05-13,Aktif,False
L006379,F00688,company,KOBİ Kredisi,59970.45,12,4.16,2023-03-07,Kapalı,False
L006380,F00689,company,İşletme Kredisi,36500.69,120,3.47,2020-03-18,Aktif,False
L006381,F00690,company,İşletme Kredisi,9370.75,24,3.32,2026-03-23,Aktif,False
L006382,F00690,company,KOBİ Kredisi,80350.61,6,2.91,2020-11-09,Kapalı,False
L006383,F00690,company,İşletme Kredisi,34392.4,6,3.55,2021-04-16,Kapalı,False
L006384,F00691,company,Kredi Kartı,19741.18,36,3.59,2025-04-24,Aktif,False
L006385,F00691,company,Kredi Kartı,171919.65,84,2.96,2023-11-15,Aktif,False
L006386,F00692,company,Kredi Kartı,320070.56,6,2.69,2025-06-22,Kapalı,False
L006387,F00693,company,İşletme Kredisi,166278.88,12,4.29,2020-10-12,Kapalı,False
L006388,F00693,company,Kredi Kartı,107354.72,12,3.68,2026-05-13,Aktif,False
L006389,F00693,company,Kredi Kartı,44127.24,84,4.27,2024-06-11,Aktif,False
L006390,F00693,company,İşletme Kredisi,38430.41,6,4.37,2024-12-24,Kapalı,False
L006391,F00694,company,KOBİ Kredisi,90240.64,48,2.64,2024-07-15,Aktif,False
L006392,F00694,company,Kredi Kartı,107591.23,36,3.79,2019-04-01,Kapalı,False
L006393,F00695,company,Kredi Kartı,61803.79,6,4.79,2024-01-03,Kapalı,False
L006394,F00696,company,Kredi Kartı,77196.22,24,2.77,2022-02-13,Kapalı,False
L006395,F00696,company,KOBİ Kredisi,142654.83,36,3.28,2022-12-15,Kapalı,False
L006396,F00696,company,İşletme Kredisi,210632.96,12,4.59,2026-03-28,Aktif,False
L006397,F00697,company,KOBİ Kredisi,88888.33,48,3.7,2024-06-04,Aktif,False
L006398,F00697,company,İşletme Kredisi,324399.02,24,3.2,2024-03-30,Kapalı,False
L006399,F00698,company,KOBİ Kredisi,184808.14,60,3.94,2025-01-11,Aktif,False
L006400,F00701,company,Kredi Kartı,108557.29,6,3.37,2026-05-13,Aktif,False
L006401,F00701,company,KOBİ Kredisi,269592.94,120,4.77,2022-03-07,Aktif,False
L006402,F00701,company,Kredi Kartı,53201.77,84,4.3,2020-06-26,Aktif,False
L006403,F00702,company,İşletme Kredisi,400088.75,84,4.68,2024-05-22,Aktif,False
L006404,F00703,company,İşletme Kredisi,54939.7,36,3.73,2026-01-11,Aktif,False
L006405,F00703,company,İşletme Kredisi,41890.11,12,4.84,2023-03-06,Kapalı,False
L006406,F00703,company,Kredi Kartı,23650.4,24,2.51,2026-03-27,Aktif,False
L006407,F00703,company,KOBİ Kredisi,153921.92,24,3.24,2025-05-30,Aktif,False
L006408,F00704,company,KOBİ Kredisi,80972.96,84,4.25,2023-06-29,Aktif,False
L006409,F00705,company,KOBİ Kredisi,191558.01,60,2.99,2019-10-14,Kapalı,False
L006410,F00705,company,KOBİ Kredisi,94724.63,36,4.69,2026-07-10,Aktif,False
L006411,F00706,company,Kredi Kartı,317193.9,84,2.82,2023-05-29,Aktif,False
L006412,F00706,company,İşletme Kredisi,59799.67,120,2.81,2025-12-21,Aktif,False
L006413,F00706,company,Kredi Kartı,95419.61,48,3.52,2026-02-04,Aktif,False
L006414,F00707,company,İşletme Kredisi,223428.09,6,3.04,2021-06-09,Kapalı,True
L006415,F00707,company,İşletme Kredisi,54406.69,6,3.57,2020-02-23,Kapalı,False
L006416,F00708,company,İşletme Kredisi,73010.22,60,4.73,2019-06-04,Kapalı,False
L006417,F00708,company,KOBİ Kredisi,240191.11,6,3.24,2024-02-05,Kapalı,False
L006418,F00709,company,Kredi Kartı,256019.26,60,4.77,2023-08-01,Aktif,False
L006419,F00709,company,KOBİ Kredisi,512127.46,84,3.21,2021-08-12,Aktif,False
L006420,F00709,company,KOBİ Kredisi,327577.08,24,4.88,2025-08-06,Aktif,False
L006421,F00710,company,KOBİ Kredisi,90756.5,48,3.28,2026-02-11,Aktif,False
L006422,F00711,company,İşletme Kredisi,21969.01,84,3.56,2021-08-23,Aktif,False
L006423,F00711,company,İşletme Kredisi,575697.13,36,2.69,2021-10-11,Kapalı,False
L006424,F00711,company,KOBİ Kredisi,28034.44,24,4.32,2021-09-29,Kapalı,False
L006425,F00711,company,İşletme Kredisi,84848.06,12,4.79,2025-10-22,Aktif,False
L006426,F00712,company,İşletme Kredisi,471786.28,120,4.17,2026-03-28,Aktif,False
L006427,F00712,company,İşletme Kredisi,123266.67,12,3.54,2025-11-18,Aktif,False
L006428,F00714,company,İşletme Kredisi,173961.29,6,4.82,2026-03-09,Aktif,False
L006429,F00714,company,İşletme Kredisi,12308.51,12,3.75,2023-08-13,Aktif,False
L006430,F00715,company,Kredi Kartı,67053.92,36,2.5,2021-12-29,Kapalı,False
L006431,F00715,company,İşletme Kredisi,34816.28,84,4.11,2024-06-19,Aktif,False
L006432,F00717,company,KOBİ Kredisi,110633.05,48,2.72,2020-06-08,Aktif,False
L006433,F00717,company,KOBİ Kredisi,17899.29,6,4.49,2026-03-06,Aktif,False
L006434,F00718,company,Kredi Kartı,227728.58,48,4.9,2020-12-31,Kapalı,False
L006435,F00718,company,İşletme Kredisi,43273.52,12,2.93,2021-02-25,Kapalı,False
L006436,F00718,company,İşletme Kredisi,88182.87,48,3.93,2025-03-31,Aktif,False
L006437,F00719,company,İşletme Kredisi,91910.17,12,3.77,2021-12-15,Kapalı,False
L006438,F00719,company,Kredi Kartı,55750.85,36,3.14,2023-03-17,Kapalı,False
L006439,F00720,company,Kredi Kartı,60197.71,6,2.88,2024-08-12,Kapalı,False
L006440,F00720,company,Kredi Kartı,49954.76,6,2.78,2019-09-01,Aktif,False
L006441,F00720,company,Kredi Kartı,68603.88,24,4.23,2025-04-04,Aktif,False
L006442,F00721,company,İşletme Kredisi,183655.54,6,4.03,2020-11-15,Kapalı,False
L006443,F00722,company,KOBİ Kredisi,83612.13,48,3.34,2022-04-08,Kapalı,False
L006444,F00722,company,KOBİ Kredisi,324439.45,6,4.11,2020-12-04,Kapalı,True
L006445,F00722,company,Kredi Kartı,48927.84,24,3.41,2019-10-20,Kapalı,False
L006446,F00722,company,Kredi Kartı,186209.97,24,4.6,2020-09-01,Aktif,False
L006447,F00723,company,Kredi Kartı,100123.18,36,4.4,2024-02-22,Aktif,True
L006448,F00723,company,Kredi Kartı,46129.35,120,3.77,2020-12-14,Aktif,False
L006449,F00724,company,KOBİ Kredisi,215938.32,36,4.08,2020-08-31,Kapalı,False
L006450,F00725,company,KOBİ Kredisi,89198.78,6,4.39,2019-02-19,Kapalı,False
L006451,F00725,company,Kredi Kartı,116551.74,60,3.4,2020-10-29,Kapalı,False
L006452,F00727,company,KOBİ Kredisi,42883.38,84,4.37,2020-07-19,Aktif,False
L006453,F00728,company,KOBİ Kredisi,31930.18,120,2.62,2022-05-27,Aktif,False
L006454,F00729,company,İşletme Kredisi,36894.85,6,4.34,2019-03-30,Kapalı,False
L006455,F00732,company,Kredi Kartı,486521.45,24,3.05,2021-10-23,Kapalı,False
L006456,F00732,company,KOBİ Kredisi,197492.82,24,4.43,2025-08-21,Aktif,True
L006457,F00733,company,Kredi Kartı,44697.91,24,2.99,2024-03-13,Kapalı,False
L006458,F00734,company,Kredi Kartı,122306.09,6,3.04,2022-01-03,Aktif,True
L006459,F00734,company,Kredi Kartı,119997.73,24,3.82,2019-03-09,Kapalı,False
L006460,F00734,company,İşletme Kredisi,43547.85,24,3.96,2024-02-16,Kapalı,False
L006461,F00735,company,Kredi Kartı,1500.95,120,4.72,2020-10-22,Aktif,False
L006462,F00735,company,İşletme Kredisi,112722.79,36,3.78,2025-06-20,Aktif,False
L006463,F00736,company,Kredi Kartı,182635.07,120,2.56,2022-04-01,Aktif,False
L006464,F00736,company,İşletme Kredisi,67080.75,48,3.84,2019-08-03,Kapalı,False
L006465,F00737,company,Kredi Kartı,18989.25,48,4.22,2025-11-16,Aktif,False
L006466,F00739,company,Kredi Kartı,336005.2,60,4.5,2023-09-02,Aktif,False
L006467,F00740,company,KOBİ Kredisi,98204.84,6,4.84,2023-08-12,Kapalı,False
L006468,F00743,company,Kredi Kartı,50630.08,36,3.1,2020-04-26,Kapalı,False
L006469,F00743,company,KOBİ Kredisi,323597.74,24,2.98,2024-01-15,Kapalı,False
L006470,F00744,company,İşletme Kredisi,71505.54,48,3.71,2022-10-12,Aktif,False
L006471,F00744,company,İşletme Kredisi,1346228.41,60,4.29,2022-01-21,Aktif,False
L006472,F00745,company,KOBİ Kredisi,62055.32,36,3.04,2023-11-21,Aktif,False
L006473,F00746,company,KOBİ Kredisi,138027.5,84,2.9,2021-01-20,Aktif,False
L006474,F00746,company,KOBİ Kredisi,307390.52,36,2.57,2019-05-12,Aktif,False
L006475,F00746,company,Kredi Kartı,147094.53,12,4.74,2025-09-12,Aktif,False
L006476,F00746,company,KOBİ Kredisi,81278.93,36,3.25,2026-02-18,Aktif,False
L006477,F00747,company,İşletme Kredisi,708538.14,60,3.3,2020-08-16,Kapalı,False
L006478,F00747,company,KOBİ Kredisi,46975.13,48,3.74,2020-08-19,Kapalı,True
L006479,F00747,company,KOBİ Kredisi,71914.4,84,2.83,2024-07-07,Aktif,False
L006480,F00748,company,Kredi Kartı,85063.99,6,4.84,2026-03-26,Aktif,False
L006481,F00749,company,İşletme Kredisi,58848.1,12,3.56,2021-10-15,Kapalı,False
L006482,F00749,company,İşletme Kredisi,186026.02,84,3.56,2021-07-24,Aktif,False
L006483,F00749,company,Kredi Kartı,60383.91,60,3.78,2022-04-04,Aktif,False
L006484,F00749,company,KOBİ Kredisi,87372.24,24,2.67,2020-07-17,Kapalı,False
L006485,F00750,company,Kredi Kartı,34858.46,84,4.05,2024-02-11,Aktif,False
L006486,F00750,company,Kredi Kartı,381658.34,84,3.06,2025-07-24,Aktif,False
L006487,F00750,company,KOBİ Kredisi,40578.88,120,4.41,2019-01-08,Aktif,False
L006488,F00751,company,İşletme Kredisi,32118.71,6,3.85,2020-10-16,Kapalı,False
L006489,F00752,company,Kredi Kartı,37768.85,36,4.05,2024-10-28,Aktif,False
L006490,F00753,company,KOBİ Kredisi,45217.21,6,4.23,2019-02-04,Kapalı,False
L006491,F00753,company,KOBİ Kredisi,47656.55,12,3.09,2020-03-24,Kapalı,False
L006492,F00754,company,Kredi Kartı,138871.32,24,4.29,2025-04-09,Aktif,False
L006493,F00755,company,KOBİ Kredisi,144493.35,6,4.2,2021-03-19,Aktif,False
L006494,F00755,company,Kredi Kartı,28886.53,120,3.43,2024-09-26,Aktif,False
L006495,F00756,company,KOBİ Kredisi,262918.2,48,2.69,2020-03-06,Kapalı,False
L006496,F00757,company,KOBİ Kredisi,479793.09,84,3.67,2023-02-12,Aktif,False
L006497,F00757,company,KOBİ Kredisi,47496.21,12,3.12,2023-06-02,Kapalı,False
L006498,F00758,company,KOBİ Kredisi,179752.05,60,3.66,2023-02-10,Aktif,False
L006499,F00758,company,KOBİ Kredisi,408790.41,120,3.86,2019-07-22,Aktif,False
L006500,F00759,company,Kredi Kartı,51210.85,12,2.87,2022-07-23,Kapalı,False
L006501,F00759,company,KOBİ Kredisi,73849.58,6,2.58,2023-01-12,Kapalı,False
L006502,F00760,company,KOBİ Kredisi,555366.37,36,2.56,2024-04-07,Aktif,True
L006503,F00761,company,İşletme Kredisi,117057.78,120,3.7,2022-09-11,Aktif,False
L006504,F00762,company,Kredi Kartı,119711.2,84,3.14,2021-05-28,Aktif,False
L006505,F00762,company,KOBİ Kredisi,12575.51,48,2.91,2023-05-25,Aktif,False
L006506,F00762,company,İşletme Kredisi,317118.3,120,2.67,2021-01-12,Aktif,False
L006507,F00763,company,Kredi Kartı,131076.08,48,4.71,2020-09-21,Kapalı,True
L006508,F00763,company,Kredi Kartı,58494.76,6,2.89,2019-03-01,Kapalı,False
L006509,F00764,company,KOBİ Kredisi,40556.81,6,4.71,2019-10-04,Kapalı,True
L006510,F00765,company,İşletme Kredisi,267381.55,6,2.75,2023-10-31,Kapalı,True
L006511,F00765,company,Kredi Kartı,89947.76,36,2.62,2019-02-15,Kapalı,False
L006512,F00765,company,Kredi Kartı,170476.19,36,3.99,2022-11-27,Kapalı,False
L006513,F00766,company,KOBİ Kredisi,26384.1,60,4.18,2021-12-28,Aktif,False
L006514,F00767,company,KOBİ Kredisi,246708.51,36,2.59,2022-12-04,Kapalı,False
L006515,F00768,company,KOBİ Kredisi,489138.89,12,4.58,2021-08-19,Aktif,False
L006516,F00768,company,KOBİ Kredisi,92147.42,12,3.35,2023-01-23,Kapalı,False
L006517,F00769,company,Kredi Kartı,13320.05,36,4.28,2025-05-12,Aktif,False
L006518,F00770,company,Kredi Kartı,70453.73,6,4.69,2022-08-27,Kapalı,False
L006519,F00770,company,Kredi Kartı,30822.82,12,2.9,2022-11-16,Kapalı,False
L006520,F00771,company,İşletme Kredisi,181186.55,24,3.33,2025-03-11,Aktif,False
L006521,F00772,company,İşletme Kredisi,147712.76,48,2.53,2026-04-09,Aktif,False
L006522,F00773,company,Kredi Kartı,38738.89,12,3.24,2023-10-02,Kapalı,False
L006523,F00774,company,İşletme Kredisi,1243836.15,12,3.9,2021-03-25,Aktif,False
L006524,F00775,company,KOBİ Kredisi,94039.24,48,4.53,2026-06-10,Aktif,False
L006525,F00775,company,KOBİ Kredisi,136768.36,120,2.69,2026-07-09,Aktif,False
L006526,F00776,company,Kredi Kartı,167954.85,60,4.77,2025-05-02,Aktif,False
L006527,F00776,company,Kredi Kartı,114911.3,60,3.1,2022-06-05,Aktif,False
L006528,F00776,company,Kredi Kartı,624184.13,6,4.32,2022-10-04,Kapalı,False
L006529,F00776,company,Kredi Kartı,140311.3,84,4.01,2021-08-26,Aktif,False
L006530,F00777,company,KOBİ Kredisi,220645.88,24,3.36,2023-12-22,Kapalı,False
L006531,F00778,company,İşletme Kredisi,48082.88,24,2.68,2023-10-25,Kapalı,False
L006532,F00778,company,KOBİ Kredisi,315045.55,48,4.47,2022-05-02,Aktif,False
L006533,F00780,company,KOBİ Kredisi,238535.41,120,4.57,2024-07-11,Aktif,False
L006534,F00781,company,Kredi Kartı,175756.4,84,3.64,2020-10-06,Aktif,False
L006535,F00781,company,İşletme Kredisi,121715.1,48,3.89,2021-06-12,Kapalı,False
L006536,F00782,company,Kredi Kartı,313808.08,60,3.39,2020-09-28,Kapalı,False
L006537,F00783,company,Kredi Kartı,23806.46,6,4.88,2022-06-10,Kapalı,False
L006538,F00784,company,KOBİ Kredisi,28893.04,60,3.12,2020-11-13,Kapalı,False
L006539,F00785,company,Kredi Kartı,222004.15,6,4.39,2021-10-10,Kapalı,False
L006540,F00786,company,KOBİ Kredisi,118068.0,60,4.56,2021-05-31,Kapalı,False
L006541,F00786,company,KOBİ Kredisi,90908.68,36,3.6,2022-12-29,Kapalı,False
L006542,F00786,company,Kredi Kartı,112507.9,60,3.42,2026-06-04,Aktif,False
L006543,F00787,company,İşletme Kredisi,33124.69,12,3.98,2024-01-18,Kapalı,False
L006544,F00788,company,KOBİ Kredisi,536820.37,24,3.25,2026-01-25,Aktif,False
L006545,F00789,company,KOBİ Kredisi,150477.69,120,4.84,2021-10-05,Aktif,False
L006546,F00790,company,İşletme Kredisi,350539.95,120,3.67,2021-01-11,Aktif,False
L006547,F00790,company,İşletme Kredisi,213526.87,48,4.24,2021-02-02,Kapalı,False
L006548,F00790,company,İşletme Kredisi,31479.66,84,3.61,2019-01-13,Kapalı,False
L006549,F00791,company,Kredi Kartı,19750.74,48,4.76,2023-07-01,Aktif,False
L006550,F00792,company,KOBİ Kredisi,143505.5,12,3.2,2023-10-02,Kapalı,False
L006551,F00792,company,KOBİ Kredisi,199274.25,120,4.2,2022-05-04,Aktif,False
L006552,F00793,company,KOBİ Kredisi,39286.43,60,3.97,2022-05-31,Aktif,False
L006553,F00793,company,Kredi Kartı,18982.93,84,4.75,2020-04-27,Aktif,False
L006554,F00794,company,Kredi Kartı,335747.24,60,2.55,2019-06-20,Aktif,False
L006555,F00795,company,KOBİ Kredisi,70396.68,12,3.96,2019-07-20,Aktif,False
L006556,F00797,company,Kredi Kartı,39538.15,6,3.96,2021-03-08,Kapalı,False
L006557,F00797,company,İşletme Kredisi,34970.98,48,3.62,2024-05-13,Aktif,False
L006558,F00797,company,İşletme Kredisi,32056.17,120,3.1,2025-01-09,Aktif,False
L006559,F00800,company,KOBİ Kredisi,64145.9,36,3.71,2026-01-11,Aktif,False
L006560,F00801,company,KOBİ Kredisi,195967.88,12,2.61,2019-12-28,Aktif,False
L006561,F00802,company,Kredi Kartı,79939.67,24,3.55,2024-02-11,Kapalı,False
L006562,F00802,company,İşletme Kredisi,102521.24,84,3.19,2023-11-01,Aktif,False
L006563,F00803,company,KOBİ Kredisi,1450345.58,84,4.1,2021-05-09,Aktif,False
L006564,F00804,company,Kredi Kartı,185100.75,120,3.96,2025-12-12,Aktif,False
L006565,F00804,company,KOBİ Kredisi,72851.44,60,3.39,2025-07-20,Aktif,False
L006566,F00804,company,Kredi Kartı,466926.98,60,4.48,2023-10-22,Aktif,False
L006567,F00805,company,Kredi Kartı,112579.63,6,4.14,2023-06-04,Kapalı,False
L006568,F00805,company,İşletme Kredisi,32346.19,12,2.7,2022-09-15,Kapalı,False
L006569,F00805,company,KOBİ Kredisi,102365.01,120,4.05,2022-07-08,Aktif,False
L006570,F00806,company,Kredi Kartı,214371.68,6,3.13,2020-02-21,Kapalı,False
L006571,F00808,company,İşletme Kredisi,352000.74,36,3.78,2026-01-07,Aktif,False
L006572,F00809,company,İşletme Kredisi,95896.6,48,2.61,2022-02-16,Kapalı,False
L006573,F00810,company,İşletme Kredisi,129003.14,24,4.37,2021-06-24,Kapalı,True
L006574,F00810,company,KOBİ Kredisi,94456.11,6,4.44,2019-05-02,Kapalı,False
L006575,F00812,company,Kredi Kartı,142187.64,24,3.57,2019-06-26,Kapalı,False
L006576,F00812,company,İşletme Kredisi,26933.98,6,3.87,2025-12-09,Kapalı,False
L006577,F00812,company,Kredi Kartı,86793.83,36,2.59,2019-10-01,Kapalı,False
L006578,F00814,company,KOBİ Kredisi,33043.05,84,4.78,2024-07-22,Aktif,False
L006579,F00814,company,İşletme Kredisi,83385.85,48,2.63,2022-01-28,Kapalı,False
L006580,F00816,company,KOBİ Kredisi,450346.6,12,4.84,2025-09-04,Aktif,False
L006581,F00817,company,İşletme Kredisi,160246.39,6,3.95,2023-04-15,Kapalı,False
L006582,F00818,company,KOBİ Kredisi,222125.2,120,3.05,2025-01-31,Aktif,False
L006583,F00818,company,İşletme Kredisi,296957.72,24,3.82,2023-08-18,Kapalı,False
L006584,F00818,company,KOBİ Kredisi,86144.5,6,3.09,2021-05-17,Kapalı,True
L006585,F00818,company,Kredi Kartı,192646.14,12,2.53,2022-10-01,Kapalı,False
L006586,F00819,company,İşletme Kredisi,45724.21,24,2.54,2024-09-07,Aktif,False
L006587,F00819,company,Kredi Kartı,364197.86,12,3.89,2020-03-27,Kapalı,True
L006588,F00819,company,Kredi Kartı,505088.98,120,3.64,2019-02-24,Aktif,False
L006589,F00819,company,KOBİ Kredisi,149865.29,24,4.38,2021-12-05,Kapalı,False
L006590,F00824,company,Kredi Kartı,248564.08,36,3.69,2023-06-13,Kapalı,False
L006591,F00824,company,İşletme Kredisi,47192.09,120,3.38,2021-08-21,Aktif,False
L006592,F00825,company,KOBİ Kredisi,180576.35,24,4.75,2025-09-09,Aktif,False
L006593,F00825,company,KOBİ Kredisi,173226.09,24,4.21,2021-10-19,Kapalı,False
L006594,F00825,company,Kredi Kartı,127502.02,60,4.79,2022-09-15,Aktif,False
L006595,F00827,company,KOBİ Kredisi,37210.76,36,3.02,2022-02-19,Kapalı,False
L006596,F00827,company,Kredi Kartı,113560.33,84,4.55,2025-06-04,Aktif,False
L006597,F00827,company,Kredi Kartı,143421.07,6,2.78,2021-05-30,Kapalı,False
L006598,F00827,company,İşletme Kredisi,99184.05,84,3.49,2025-06-25,Aktif,False
L006599,F00828,company,Kredi Kartı,961038.79,6,4.09,2026-02-09,Kapalı,False
L006600,F00832,company,Kredi Kartı,129986.83,120,3.25,2022-08-03,Aktif,False
L006601,F00832,company,İşletme Kredisi,45024.99,120,4.54,2023-04-24,Aktif,False
L006602,F00832,company,KOBİ Kredisi,12054.71,48,2.53,2021-01-15,Kapalı,False
L006603,F00834,company,İşletme Kredisi,109249.53,48,3.13,2021-08-21,Kapalı,False
L006604,F00834,company,İşletme Kredisi,137228.24,12,3.75,2022-06-15,Kapalı,False
L006605,F00835,company,KOBİ Kredisi,10209.79,60,3.42,2019-11-27,Kapalı,False
L006606,F00835,company,İşletme Kredisi,163343.39,48,4.82,2020-02-05,Kapalı,False
L006607,F00835,company,İşletme Kredisi,259173.27,12,3.06,2026-03-22,Aktif,False
L006608,F00835,company,KOBİ Kredisi,305270.8,24,3.84,2024-12-02,Aktif,False
L006609,F00836,company,İşletme Kredisi,146101.34,84,3.42,2026-03-13,Aktif,False
L006610,F00837,company,Kredi Kartı,76305.33,84,4.74,2020-12-10,Aktif,False
L006611,F00838,company,KOBİ Kredisi,215756.14,84,4.71,2024-12-22,Aktif,False
L006612,F00839,company,İşletme Kredisi,346876.89,12,4.19,2021-02-28,Kapalı,False
L006613,F00839,company,İşletme Kredisi,94129.0,6,4.77,2022-12-26,Kapalı,False
L006614,F00839,company,Kredi Kartı,13479.59,48,2.56,2026-05-27,Aktif,False
L006615,F00840,company,KOBİ Kredisi,47199.8,6,3.06,2021-06-05,Aktif,False
L006616,F00840,company,Kredi Kartı,55194.02,48,2.64,2021-06-01,Kapalı,False
L006617,F00840,company,Kredi Kartı,611043.0,24,3.84,2019-07-13,Kapalı,False
L006618,F00841,company,Kredi Kartı,118000.23,84,4.53,2024-08-19,Aktif,False
L006619,F00841,company,KOBİ Kredisi,78143.34,120,4.02,2024-09-30,Aktif,False
L006620,F00841,company,Kredi Kartı,20923.15,6,4.85,2019-10-05,Kapalı,False
L006621,F00842,company,Kredi Kartı,246192.47,60,3.41,2019-12-28,Aktif,False
L006622,F00842,company,İşletme Kredisi,119432.78,24,3.41,2025-10-19,Aktif,False
L006623,F00843,company,İşletme Kredisi,65636.8,24,3.96,2019-04-17,Kapalı,False
L006624,F00843,company,KOBİ Kredisi,45793.6,6,3.51,2023-09-25,Kapalı,False
L006625,F00843,company,KOBİ Kredisi,2385917.92,24,4.24,2025-04-12,Aktif,False
L006626,F00844,company,Kredi Kartı,121841.84,36,2.96,2021-06-14,Aktif,False
L006627,F00845,company,Kredi Kartı,41018.5,6,4.5,2026-04-18,Aktif,False
L006628,F00845,company,Kredi Kartı,223882.22,6,3.97,2019-10-31,Kapalı,False
L006629,F00846,company,KOBİ Kredisi,29312.32,48,3.14,2025-04-26,Aktif,False
L006630,F00847,company,İşletme Kredisi,197404.66,24,4.73,2020-05-06,Kapalı,False
L006631,F00847,company,Kredi Kartı,122641.32,24,3.07,2024-02-02,Kapalı,False
L006632,F00847,company,Kredi Kartı,87268.16,6,2.78,2022-04-20,Kapalı,False
L006633,F00849,company,Kredi Kartı,193692.43,24,3.08,2020-11-25,Kapalı,False
L006634,F00850,company,Kredi Kartı,82379.51,48,4.26,2024-04-30,Aktif,False
L006635,F00851,company,KOBİ Kredisi,50605.05,120,2.97,2020-10-01,Aktif,False
L006636,F00852,company,İşletme Kredisi,605461.24,60,2.56,2026-01-01,Aktif,True
L006637,F00852,company,KOBİ Kredisi,38526.09,6,3.6,2021-12-10,Kapalı,False
L006638,F00853,company,KOBİ Kredisi,25371.56,120,3.6,2022-05-15,Aktif,False
L006639,F00853,company,İşletme Kredisi,505454.05,36,3.4,2026-03-27,Aktif,False
L006640,F00854,company,İşletme Kredisi,493068.07,6,4.79,2024-05-18,Aktif,False
L006641,F00854,company,Kredi Kartı,47731.33,120,3.68,2022-03-21,Aktif,False
L006642,F00854,company,KOBİ Kredisi,113421.45,36,2.94,2025-05-17,Aktif,False
L006643,F00854,company,KOBİ Kredisi,25043.61,60,4.19,2020-04-15,Kapalı,False
L006644,F00856,company,KOBİ Kredisi,91683.03,36,2.97,2026-06-15,Aktif,False
L006645,F00856,company,KOBİ Kredisi,184552.89,84,3.09,2024-10-04,Aktif,False
L006646,F00856,company,Kredi Kartı,125627.94,60,4.74,2025-06-14,Aktif,False
L006647,F00856,company,İşletme Kredisi,154979.25,84,4.83,2025-12-10,Aktif,False
L006648,F00857,company,İşletme Kredisi,88518.54,84,4.49,2023-05-13,Aktif,False
L006649,F00858,company,KOBİ Kredisi,88305.02,6,2.88,2019-06-22,Kapalı,False
L006650,F00859,company,KOBİ Kredisi,91737.84,120,3.58,2021-08-17,Aktif,False
L006651,F00859,company,KOBİ Kredisi,52542.27,60,4.82,2020-05-22,Kapalı,False
L006652,F00862,company,Kredi Kartı,294226.58,120,4.63,2021-04-19,Aktif,False
L006653,F00862,company,Kredi Kartı,93908.49,84,3.15,2019-05-12,Kapalı,False
L006654,F00864,company,İşletme Kredisi,420312.65,120,3.64,2022-07-05,Aktif,False
L006655,F00864,company,KOBİ Kredisi,247759.9,120,4.25,2026-02-23,Aktif,False
L006656,F00865,company,İşletme Kredisi,15743.51,84,3.13,2024-08-23,Aktif,False
L006657,F00865,company,Kredi Kartı,32625.47,6,2.79,2022-04-22,Kapalı,False
L006658,F00866,company,Kredi Kartı,129171.82,6,4.16,2019-08-25,Kapalı,False
L006659,F00866,company,KOBİ Kredisi,55703.24,60,4.7,2025-06-18,Aktif,False
L006660,F00866,company,Kredi Kartı,153450.58,120,2.82,2019-10-21,Aktif,False
L006661,F00867,company,KOBİ Kredisi,45463.97,36,3.19,2025-12-25,Aktif,False
L006662,F00867,company,KOBİ Kredisi,73859.83,120,2.94,2019-08-14,Aktif,False
L006663,F00867,company,Kredi Kartı,189117.91,48,3.29,2023-05-14,Aktif,False
L006664,F00868,company,İşletme Kredisi,97393.3,12,4.64,2021-11-24,Aktif,False
L006665,F00868,company,İşletme Kredisi,23562.18,36,4.88,2024-09-19,Aktif,False
L006666,F00869,company,İşletme Kredisi,381654.54,48,3.76,2024-11-19,Aktif,False
L006667,F00870,company,Kredi Kartı,46539.58,36,3.16,2023-03-12,Aktif,False
L006668,F00870,company,İşletme Kredisi,58010.66,48,4.82,2026-01-30,Aktif,False
L006669,F00870,company,Kredi Kartı,80537.45,6,2.78,2022-12-02,Kapalı,False
L006670,F00871,company,KOBİ Kredisi,130439.98,48,3.92,2020-07-03,Aktif,False
L006671,F00872,company,Kredi Kartı,34462.53,36,2.68,2019-12-16,Kapalı,False
L006672,F00872,company,İşletme Kredisi,132099.47,60,3.93,2020-04-13,Kapalı,False
L006673,F00872,company,Kredi Kartı,326129.48,48,3.27,2019-04-11,Kapalı,False
L006674,F00874,company,Kredi Kartı,112971.31,48,4.83,2019-07-04,Kapalı,False
L006675,F00875,company,KOBİ Kredisi,10720.77,84,3.33,2024-09-03,Aktif,False
L006676,F00875,company,Kredi Kartı,62021.42,36,3.93,2021-05-19,Kapalı,False
L006677,F00875,company,KOBİ Kredisi,804231.4,6,3.88,2021-07-11,Kapalı,False
L006678,F00877,company,Kredi Kartı,148717.68,48,4.52,2024-05-02,Aktif,False
L006679,F00878,company,KOBİ Kredisi,26594.22,60,2.52,2023-02-28,Aktif,False
