company_id,firma_unvani,mersis_no,sektor,sehir,kurulus_tarihi,sermaye_tl,calisan_sayisi,kkb_firma_skoru
F00712,Yıldız Teknoloji Ltd. Şti.,5331233070231487,Kimya,İzmir,2023-09-04,87381.11,15,1569
F00713,Kervan Makine A.Ş.,9977328176498603,Gıda ve İçecek,Kayseri,2001-01-16,436485.22,5,682
F00714,Ege Tekstil Ltd. Şti.,9557346577949254,Tekstil,İstanbul,2017-08-06,393035.94,11,1229
F00715,Meridyen Makine Ltd. Şti.,8456953308062307,Eğitim,Bursa,2023-10-06,621778.94,12,1004
F00716,Doğuş Endüstri A.Ş.,0421941533066741,Sağlık,İzmir,2002-01-17,32061.22,4,1900
F00717,Vadi Grup Ltd. Şti.,1830878405503325,Gıda ve İçecek,İstanbul,2009-05-01,594249.45,16,1345
F00718,Yörünge Yazılım Ltd. Şti.,1589046001064011,Metal ve Makine,Ankara,2003-10-13,204406.87,43,1252
F00719,Sahil Endüstri A.Ş.,4992587197104408,Turizm ve Konaklama,Adana,2005-11-14,506162.2,9,1900
F00720,Berrak Ticaret Ltd. Şti.,5056594951413349,Perakende Ticaret,İzmir,2020-05-28,607141.62,46,1224
F00721,Nokta Holding Ltd. Şti.,4297283768463003,Finans ve Sigorta,Kayseri,2011-08-29,859365.6,9,1433
F00722,Kervan Ticaret A.Ş.,0533424234151902,Tarım,Ankara,2018-12-01,1620997.79,4,1370
F00723,Erguvan Otomotiv A.Ş.,1351780669060263,Metal ve Makine,İstanbul,2015-12-11,434436.81,22,1264
F00724,Rüzgar Otomotiv A.Ş.,9516085693632436,Bilişim ve Yazılım,Eskişehir,2008-12-27,2662804.67,3,1747
F00725,Erguvan Makine Ltd. Şti.,2221137900720726,Perakende Ticaret,İstanbul,2017-09-15,1021284.97,90,923
F00726,Bahar Sistem Ltd. Şti.,4267722970787857,Tarım,İzmir,2007-03-17,103185.68,59,836
F00727,Bumerang Tekstil Ltd. Şti.,0514554089513455,Eğitim,İstanbul,2002-06-08,45839.21,8,1457
F00728,Cevher Grup Ltd. Şti.,3110033931418214,Gıda ve İçecek,Bursa,1995-10-19,1546411.4,11,1217
F00729,Doruk Lojistik Ltd. Şti.,9769435666442277,Otomotiv,İstanbul,2015-04-18,377954.44,21,1532
F00730,Doğuş Kimya A.Ş.,3908748382112965,Perakende Ticaret,Antalya,2014-01-12,220624.0,1,1034
F00731,Aydın Metal Ltd. Şti.,7306588985258168,Finans ve Sigorta,Gaziantep,2021-11-23,1279907.28,16,1303
F00732,Kervan Tarım Ltd. Şti.,7314474614880161,Gıda ve İçecek,İstanbul,2014-12-05,918030.05,4,1242
F00733,Nokta Yazılım Ltd. Şti.,0184105983006219,Bilişim ve Yazılım,Ankara,2001-12-13,312242.14,8,1430
F00734,Kaptan Yazılım A.Ş.,3950965101032066,Eğitim,İstanbul,2001-05-05,218280.6,3,1364
F00735,Deniz Makine A.Ş.,4121449428355162,Finans ve Sigorta,Ankara,2018-10-02,62243.73,15,1812
F00736,Damla İnşaat Ltd. Şti.,5152672464987457,Tarım,Bursa,2015-01-08,196983.35,4,1271
F00737,Çınar Yazılım A.Ş.,4445700177845339,Finans ve Sigorta,Bursa,1995-03-16,107455.47,24,1355
F00738,Umut Enerji A.Ş.,6768003281458825,Gıda ve İçecek,Adana,2018-12-15,1759850.78,43,1354
F00739,Cevher Turizm A.Ş.,0376249328850670,Tarım,İzmir,2022-07-27,589582.52,9,1410
F00740,Damla Tarım Ltd. Şti.,0394911846199179,Gıda ve İçecek,İstanbul,2003-03-24,180308.11,28,1829
F00741,Deniz Makine Ltd. Şti.,0405034659016509,Tarım,İzmir,2014-02-13,645973.03,33,1676
F00742,Cevher Metal Ltd. Şti.,4392575891094159,Tekstil,İstanbul,2010-11-14,492072.58,4,1820
F00743,Umut Holding A.Ş.,1081937617469945,Kimya,Ankara,2007-08-02,1952950.59,10,1288
F00744,Meridyen Grup A.Ş.,0121315815617215,Sağlık,Mersin,2015-02-19,526313.76,23,1339
F00745,Çınar Otomotiv Ltd. Şti.,7320573250885724,Turizm ve Konaklama,Ankara,2006-02-28,67844.38,18,1493
F00746,Meridyen Makine Ltd. Şti.,8363083240844057,Eğitim,İstanbul,2021-11-08,596242.81,19,1318
F00747,Bahar Yapı A.Ş.,7970128344003086,İnşaat,Trabzon,2001-06-30,800828.62,14,1188
F00748,Doruk Endüstri Ltd. Şti.,1190503273923299,Bilişim ve Yazılım,İstanbul,2004-05-13,219977.66,2,1255
F00749,Kaptan Yapı Ltd. Şti.,1724707663557088,İnşaat,Ankara,1995-05-08,572220.78,18,1784
F00750,Aydın Makine Ltd. Şti.,1425072116078973,Kimya,Trabzon,2014-10-12,200933.16,21,1637
F00751,Mavera Yazılım Ltd. Şti.,0211842653031786,Otomotiv,Bursa,1997-06-09,3531180.21,15,1086
F00752,Aydın Turizm A.Ş.,3159578581852418,Metal ve Makine,İstanbul,2017-02-14,681956.83,86,1303
F00753,Doruk Kimya A.Ş.,1759894062078825,Lojistik,Samsun,1997-12-28,676839.67,46,1705
F00754,Kervan Yazılım Ltd. Şti.,9303702867949432,Otomotiv,Mersin,2013-05-21,308079.88,6,1375
F00755,Çınar Gıda Ltd. Şti.,2209664023538205,İnşaat,Antalya,2000-02-01,444391.18,33,1428
F00756,Cevher Gıda Ltd. Şti.,7785980422636901,Lojistik,Mersin,2009-03-24,176681.02,23,1658
F00757,Doğuş Otomotiv Ltd. Şti.,9195190492774542,Bilişim ve Yazılım,Gaziantep,2016-03-21,407408.26,5,1345
F00758,Nokta Tekstil Ltd. Şti.,6294307221904853,Kimya,İzmir,2021-10-22,761163.04,3,682
F00759,Berrak Otomotiv A.Ş.,0849696248216958,Tarım,İstanbul,2009-07-07,1409705.16,22,1582
F00760,Mavera Holding Ltd. Şti.,4318592638223427,Turizm ve Konaklama,Ankara,2016-09-09,82084.24,28,1410
F00761,Zirve Metal Ltd. Şti.,0653832684809720,Enerji,Eskişehir,2022-04-22,46968.84,55,1447
F00762,Bumerang Sistem Ltd. Şti.,5620610763545554,Turizm ve Konaklama,İstanbul,2000-03-08,173565.03,9,723
F00763,Toprak Tarım A.Ş.,7661090580678871,Turizm ve Konaklama,İzmir,2012-11-11,515385.41,17,1269
F00764,Doğuş Sistem A.Ş.,5576370198456818,Finans ve Sigorta,İstanbul,2023-12-25,1095075.35,3,1130
F00765,Doruk Yazılım Ltd. Şti.,4106853744669217,İnşaat,İzmir,2005-10-30,105344.47,10,1348
F00766,Bereket Enerji Ltd. Şti.,6242918702058235,Gıda ve İçecek,İstanbul,2017-03-08,430634.45,9,1136
F00767,Bereket Yazılım A.Ş.,9691972869853864,Lojistik,Bursa,2022-08-26,1714458.16,150,1442
F00768,Yörünge Otomotiv A.Ş.,4431564691121662,Gıda ve İçecek,İstanbul,2022-03-23,116720.98,58,965
F00769,Kaptan Yazılım A.Ş.,3708459887811718,Perakende Ticaret,Eskişehir,1999-10-18,185674.3,6,1052
F00770,Aydın Makine Ltd. Şti.,8849773582053892,Enerji,Bursa,2020-01-07,197199.93,5,1403
F00771,Deniz Metal A.Ş.,1656820129837578,Gıda ve İçecek,Bursa,2000-07-22,276480.31,7,1288
F00772,Bahar Kimya Ltd. Şti.,8850746533334490,Enerji,Eskişehir,2003-11-08,208160.8,30,1355
F00773,Bahar Ticaret A.Ş.,8951156857538192,Bilişim ve Yazılım,İzmir,2010-12-21,664753.73,24,1571
F00774,Doruk Yazılım Ltd. Şti.,7203718827404646,Kimya,Antalya,2019-10-27,1235060.57,4,1168
F00775,Toros Makine A.Ş.,0704019370221162,Gıda ve İçecek,İzmir,2013-01-05,1866599.12,10,555
F00776,Yıldız Enerji Ltd. Şti.,5600510093148384,Enerji,Adana,1998-06-18,214643.72,15,614
F00777,Mavera Grup Ltd. Şti.,9237379856383946,Lojistik,İstanbul,2000-09-11,1163949.13,6,1498
F00778,Erguvan Teknoloji Ltd. Şti.,4890267090689489,Tekstil,Konya,2015-03-14,209278.32,3,988
F00779,Mavera Yazılım Ltd. Şti.,9777842192969999,Bilişim ve Yazılım,Antalya,2007-06-16,95933.34,39,1355
F00780,Aydın Kimya A.Ş.,5113437609088083,Enerji,Antalya,2013-10-31,151137.9,5,1758
F00781,Bahar Danışmanlık A.Ş.,5872432908024824,Otomotiv,İzmir,1997-05-04,1343275.24,44,1547
F00782,Ege Grup Ltd. Şti.,3309568314095667,Lojistik,İstanbul,2004-06-19,369096.37,3,1236
F00783,Doruk Tekstil Ltd. Şti.,3635156319488726,İnşaat,Adana,2017-10-01,126469.16,2,1555
F00784,Kaptan Tarım A.Ş.,8810928714413342,Kimya,Ankara,2016-07-30,124814.89,44,1664
F00785,Mavera Otomotiv Ltd. Şti.,7667239518007241,Sağlık,Samsun,2012-01-13,495037.98,24,1215
F00786,Kaptan Sistem A.Ş.,7479089259900638,Kimya,Mersin,2007-07-08,2071192.67,14,1490
F00787,Yörünge Makine A.Ş.,6278409746648842,Finans ve Sigorta,İzmir,2006-06-11,131401.92,5,1543
F00788,Pusula Gıda Ltd. Şti.,1051154484640656,Gıda ve İçecek,Eskişehir,2009-06-05,340872.86,6,968
F00789,Berrak Kimya A.Ş.,3661458853745036,Otomotiv,Konya,2002-05-05,66375.59,44,1216
F00790,Doğuş Holding Ltd. Şti.,4687448108849139,Kimya,İstanbul,2004-07-14,184831.63,57,1063
F00791,Nokta Otomotiv Ltd. Şti.,6086654339229953,Bilişim ve Yazılım,Konya,1998-11-02,120608.58,6,1885
F00792,Berrak Metal A.Ş.,2321790532044716,Otomotiv,Adana,2016-03-27,2404185.78,28,1635
F00793,Yörünge Holding Ltd. Şti.,6849598876442985,Enerji,Gaziantep,2001-05-30,141720.13,94,1480
F00794,Sahil Metal Ltd. Şti.,2196891304884247,Kimya,Adana,2003-05-29,685854.85,12,1319
F00795,Pusula Danışmanlık A.Ş.,4295394386831030,Tekstil,İzmir,2006-06-27,1671691.4,23,1835
F00796,Toprak Danışmanlık A.Ş.,2405177851942848,Turizm ve Konaklama,İstanbul,2016-05-15,355350.89,5,1152
F00797,Kıvılcım Tekstil A.Ş.,0353616184229559,Sağlık,Eskişehir,2007-07-03,300517.65,7,1067
F00798,Erguvan Turizm Ltd. Şti.,0018859996344515,Otomotiv,Samsun,2006-10-21,1006066.5,7,1441
F00799,Çınar Enerji Ltd. Şti.,3879852272663709,Turizm ve Konaklama,İstanbul,2003-06-22,371664.54,7,1763
F00800,Aydın Gıda A.Ş.,9584393146186375,Enerji,Adana,2015-02-14,78522.78,17,1473
F00801,Rüzgar İnşaat Ltd. Şti.,5256525889454459,Otomotiv,İstanbul,2001-06-10,252791.4,3,1571
F00802,Sahil Tarım A.Ş.,5893171326000084,Perakende Ticaret,İstanbul,2008-03-19,607958.4,6,1612
F00803,Kervan Kimya A.Ş.,7209449238302200,Tekstil,Mersin,1998-02-05,405306.34,3,1053
F00804,Kıvılcım Turizm Ltd. Şti.,4288467796219440,Turizm ve Konaklama,İzmir,2009-07-02,938567.06,18,1158
F00805,Doruk Tekstil Ltd. Şti.,2284608808211896,Perakende Ticaret,İstanbul,2005-06-18,104367.8,8,1266
F00806,Çınar Kimya A.Ş.,9423264416892378,Metal ve Makine,Kayseri,2002-02-22,105814.27,2,1652
F00807,Berrak Grup A.Ş.,9030879753989609,İnşaat,İzmir,1998-09-29,780505.48,3,1278
F00808,Umut Kimya Ltd. Şti.,9648258333813873,Kimya,Mersin,2021-12-07,99462.7,10,1296
F00809,Toros Tekstil Ltd. Şti.,3215447357335956,Otomotiv,Mersin,2017-06-09,167607.86,99,1267
F00810,Kaptan Teknoloji A.Ş.,4739827029769774,Finans ve Sigorta,Antalya,2010-11-19,110294.55,6,1713
F00811,Toprak Turizm A.Ş.,0826698426901076,Turizm ve Konaklama,İstanbul,2018-10-11,43594.55,6,1762
F00812,Erguvan Endüstri Ltd. Şti.,9606059234627737,Eğitim,Adana,2001-09-21,350945.0,16,1900
F00813,Deniz İnşaat A.Ş.,3040683975089512,Lojistik,Ankara,2009-01-13,351857.92,6,1315
F00814,Deniz Ticaret Ltd. Şti.,9404107717282067,Otomotiv,İstanbul,2015-06-25,76958.72,47,1572
F00815,Doruk Turizm Ltd. Şti.,5194970551735224,Enerji,Mersin,2002-02-08,924358.78,45,1275
F00816,Ege Grup A.Ş.,0617702005038004,Sağlık,Antalya,2012-07-17,94918.31,12,1138
F00817,Bahar Tarım A.Ş.,4233381143071589,Metal ve Makine,Bursa,1997-02-13,321725.05,41,1349
F00818,Cevher Enerji Ltd. Şti.,8072851101320590,Finans ve Sigorta,Bursa,2012-10-15,316473.44,12,1640
F00819,Sahil Grup Ltd. Şti.,8898408962100035,Sağlık,İzmir,1995-10-28,128725.74,1,1451
F00820,Damla Holding A.Ş.,9720736476868358,Eğitim,İstanbul,2005-10-21,795413.88,21,1207
F00821,Aydın Endüstri Ltd. Şti.,2896978041651421,Sağlık,İstanbul,2011-09-24,76994.3,22,1442
F00822,Erguvan Teknoloji A.Ş.,8599349502401130,Bilişim ve Yazılım,İstanbul,1997-02-21,233661.35,83,1115
F00823,Doruk Endüstri Ltd. Şti.,6933301140456937,Gıda ve İçecek,İstanbul,2009-02-12,1890857.0,13,849
F00824,Damla Tekstil Ltd. Şti.,0078107846029046,Metal ve Makine,Kayseri,2022-12-01,220328.98,35,1290
F00825,Toros Gıda Ltd. Şti.,4673592246096120,Kimya,Denizli,2004-09-13,52983.91,11,1142
F00826,Umut Metal A.Ş.,4188228613902458,Otomotiv,İzmir,2011-06-18,460927.41,29,1083
F00827,Nokta Enerji A.Ş.,6996573473759932,Otomotiv,Antalya,2004-04-23,123452.97,28,1142
F00828,Sahil Sistem Ltd. Şti.,8726012828657150,Turizm ve Konaklama,İstanbul,1999-11-02,81603.39,4,1343
F00829,Ege Gıda Ltd. Şti.,0072899430410137,Sağlık,Bursa,1996-03-19,377027.53,6,1401
F00830,Mavera Ticaret A.Ş.,3945879118506952,Gıda ve İçecek,İzmir,2014-02-19,1439556.48,5,814
F00831,Sahil Turizm A.Ş.,5910567841496568,Tarım,Bursa,2023-04-20,442671.45,12,1186
F00832,Yıldız Endüstri Ltd. Şti.,7885909407116350,Otomotiv,Bursa,2020-09-30,549788.13,31,737
F00833,Sahil Sistem A.Ş.,1266460155276937,Tarım,İstanbul,1998-05-15,130893.89,136,1575
F00834,Rüzgar Holding A.Ş.,9729229336963126,Enerji,İzmir,2018-10-22,564510.35,43,1405
F00835,Damla Metal Ltd. Şti.,2368462045825963,Otomotiv,Samsun,1996-04-29,644578.94,27,1561
F00836,Deniz Gıda Ltd. Şti.,7850907356272089,Enerji,İstanbul,2005-10-26,188299.08,15,1223
F00837,Bumerang Tarım A.Ş.,2527284547066415,Tarım,Kayseri,2016-06-10,272146.48,4,1072
F00838,Pusula Tarım Ltd. Şti.,8734431646831963,Turizm ve Konaklama,İstanbul,2014-10-05,196704.28,5,1176
F00839,Mavera Tarım Ltd. Şti.,1169194606092217,Kimya,Samsun,2020-03-21,224062.75,20,1684
F00840,Çınar Grup A.Ş.,9688663162671440,Otomotiv,İstanbul,2019-12-28,161109.12,51,1681
F00841,Kaptan Kimya A.Ş.,5349785446030084,Bilişim ve Yazılım,Ankara,2013-01-03,467195.56,15,1495
F00842,Berrak Teknoloji Ltd. Şti.,0609001385333700,Tarım,Mersin,2012-07-05,990293.13,45,1800
F00843,Yörünge Gıda Ltd. Şti.,7861893816558680,Eğitim,Gaziantep,2007-01-21,280817.29,23,1803
F00844,Deniz Metal Ltd. Şti.,3738046649880626,Tekstil,Ankara,2003-11-23,135119.16,9,1404
F00845,Pusula Lojistik A.Ş.,9992353639690314,Otomotiv,İzmir,1996-01-03,721839.87,33,1330
F00846,Anka Metal A.Ş.,1353799543659570,İnşaat,Adana,2006-10-25,51048.41,17,1052
F00847,Bumerang Lojistik A.Ş.,7083970669647272,Finans ve Sigorta,Gaziantep,2010-06-11,52107.81,3,1407
F00848,Damla Otomotiv Ltd. Şti.,6599678098916779,Sağlık,İzmir,2001-07-11,1199171.07,13,1463
F00849,Çınar Otomotiv A.Ş.,5048600552155232,Gıda ve İçecek,İstanbul,2017-11-15,985776.01,2,1466
F00850,Mavera Turizm Ltd. Şti.,9479815033553852,Tekstil,İstanbul,2017-07-21,264938.03,23,1254
F00851,Yörünge Turizm A.Ş.,6922208650829236,Finans ve Sigorta,İstanbul,2010-09-25,109127.15,15,1894
F00852,Ege Kimya Ltd. Şti.,6726811671319532,Turizm ve Konaklama,İzmir,2015-03-06,691764.68,8,925
F00853,Vadi Enerji Ltd. Şti.,6443003604161497,Turizm ve Konaklama,Mersin,2019-11-01,42181.03,50,1041
F00854,Mavera Yazılım Ltd. Şti.,1945244678265437,Tekstil,Antalya,2004-01-26,187575.23,50,915
F00855,Kervan Metal A.Ş.,3883216569947553,Sağlık,İstanbul,2022-10-29,1385388.22,10,1055
F00856,Deniz Metal Ltd. Şti.,1651948899332906,Perakende Ticaret,Bursa,2022-02-15,204416.32,6,1532
F00857,Aydın Enerji Ltd. Şti.,8330878361887153,İnşaat,Bursa,2005-03-19,131538.43,1,1171
F00858,Doğuş Ticaret Ltd. Şti.,0011356871609883,Bilişim ve Yazılım,Bursa,2020-04-04,60343.01,16,1043
F00859,Rüzgar İnşaat A.Ş.,7946771964108127,Metal ve Makine,İzmir,2002-08-27,156872.07,16,1336
F00860,Çınar Endüstri Ltd. Şti.,3673626875563697,Eğitim,Antalya,2001-01-04,353441.52,26,1052
F00861,Pusula Enerji Ltd. Şti.,0598746849643606,Tarım,Eskişehir,2002-11-20,249986.63,1,1384
F00862,Anka Tekstil A.Ş.,9054945283496876,Bilişim ve Yazılım,Gaziantep,2001-12-31,192741.36,5,1494
F00863,Bumerang Teknoloji Ltd. Şti.,2970163333888378,Metal ve Makine,Adana,1999-02-20,974780.25,8,1116
F00864,Kaptan Danışmanlık Ltd. Şti.,0005678126287134,Tarım,İstanbul,2021-05-16,321749.25,3,1111
F00865,Deniz Tarım Ltd. Şti.,2848737815970845,Eğitim,İstanbul,2013-10-04,1029560.3,14,836
F00866,Bahar Tarım A.Ş.,3018416284301486,Kimya,Adana,2020-10-25,37171.93,15,1658
F00867,Mavera Enerji A.Ş.,5940930468818506,Sağlık,İzmir,2014-11-16,45279.8,21,1799
F00868,Damla Danışmanlık Ltd. Şti.,8591746975419916,Lojistik,İstanbul,2018-03-12,2140703.1,18,1552
F00869,Damla İnşaat A.Ş.,8285319882416034,Sağlık,Konya,1996-08-08,25680.75,109,1227
F00870,Yıldız Grup A.Ş.,9128368786443561,Lojistik,Kayseri,1997-12-19,96103.57,10,1853
F00871,Deniz Turizm Ltd. Şti.,6457166350288095,Tarım,Ankara,2004-09-19,3044510.38,15,1699
F00872,Kervan Kimya A.Ş.,7653622158979664,Lojistik,Kayseri,2008-09-10,281397.76,4,1753
F00873,Yıldız Sistem Ltd. Şti.,9049092846831768,Perakende Ticaret,İstanbul,2021-10-04,135355.48,62,1789
F00874,Doğuş Danışmanlık A.Ş.,5077319064757719,Otomotiv,İstanbul,1995-02-02,527255.16,83,1900
F00875,Anka Turizm A.Ş.,7544561133946129,Gıda ve İçecek,Ankara,1997-08-20,221290.66,5,840
F00876,Umut Lojistik Ltd. Şti.,0501842989476455,Finans ve Sigorta,Mersin,2017-09-13,3169709.44,8,1740
F00877,Meridyen Lojistik A.Ş.,6772627050163420,Otomotiv,Denizli,2002-06-03,118731.4,62,1189
F00878,Kervan Grup Ltd. Şti.,9829235241313671,Gıda ve İçecek,İstanbul,1999-08-09,72338.3,10,1240
F00879,Ege Enerji Ltd. Şti.,7454910120426770,İnşaat,Eskişehir,2001-06-29,517068.05,12,1516
F00880,Kervan Otomotiv A.Ş.,4613334117478168,Tekstil,Denizli,2018-04-05,194828.78,6,1224
F00881,Yıldız Ticaret A.Ş.,3581127044803864,Otomotiv,İstanbul,2004-10-04,2544469.35,16,804
F00882,Kıvılcım Tekstil Ltd. Şti.,9497856470995458,Eğitim,Adana,2004-08-24,151413.55,14,1900
F00883,Meridyen Lojistik A.Ş.,7767983847874722,Gıda ve İçecek,İstanbul,2009-12-05,831984.08,5,1900
F00884,Erguvan Tarım A.Ş.,9158224229563200,Bilişim ve Yazılım,Antalya,2023-02-03,259295.5,46,1053
F00885,Erguvan Metal A.Ş.,6209655113957064,Perakende Ticaret,Ankara,2011-11-14,19187.62,3,334
F00886,Aydın Tekstil A.Ş.,2663566416633135,Kimya,Bursa,2017-03-22,2739533.64,16,1122
F00887,Aydın Endüstri Ltd. Şti.,7508427924295535,Tarım,İzmir,2021-02-15,441479.31,16,1586
F00888,Toros Kimya A.Ş.,8478187444872970,Kimya,Samsun,2006-09-17,1015086.66,10,1136
F00889,Kıvılcım Makine Ltd. Şti.,6054937571559057,Kimya,İstanbul,1997-06-17,667004.94,30,1430
F00890,Anka Makine A.Ş.,1936300610547378,Sağlık,İzmir,2002-06-14,2944087.88,8,1130
F00891,Rüzgar Grup A.Ş.,8561402314808152,Turizm ve Konaklama,Samsun,2009-02-12,425023.85,6,1476
F00892,Berrak Yapı Ltd. Şti.,6870361502400588,Finans ve Sigorta,İstanbul,1995-11-01,107332.95,9,1900
F00893,Yıldız Yapı Ltd. Şti.,3382494816207907,Lojistik,Eskişehir,2021-10-08,171760.08,6,1751
F00894,Zirve Enerji Ltd. Şti.,0974303829408689,Gıda ve İçecek,İstanbul,2010-09-27,84444.84,6,1572
F00895,Bereket Endüstri Ltd. Şti.,4085972036256425,Tarım,İstanbul,2004-12-05,753325.41,45,1175
F00896,Çınar Ticaret Ltd. Şti.,4265800723640742,Gıda ve İçecek,İstanbul,2012-03-21,516902.5,8,1218
F00897,Yıldız Endüstri A.Ş.,5793856728210165,Bilişim ve Yazılım,İstanbul,2012-07-21,1008055.78,7,1483
F00898,Deniz Tarım Ltd. Şti.,1590781434397939,Perakende Ticaret,İzmir,2002-08-03,318423.46,4,1599
F00899,Yıldız Kimya Ltd. Şti.,0311659976357686,Kimya,Gaziantep,2010-11-23,496981.95,1,1393
F00900,Bereket Endüstri Ltd. Şti.,8990027323227777,Perakende Ticaret,İstanbul,2002-05-21,114660.31,40,966
F00901,Sahil Otomotiv Ltd. Şti.,2833050160453139,Finans ve Sigorta,İstanbul,2021-02-09,181294.01,19,1416
F00902,Bereket Holding Ltd. Şti.,2607051361764110,Metal ve Makine,Ankara,2015-02-22,621104.16,2,1805
F00903,Aydın Metal A.Ş.,1339261741105203,Perakende Ticaret,Antalya,2017-01-25,478140.13,52,1662
F00904,Zirve İnşaat A.Ş.,3555462876909791,Otomotiv,Bursa,1999-04-26,264932.11,3,1140
F00905,Deniz Gıda A.Ş.,7922494253185906,Otomotiv,Antalya,2010-11-17,1541890.26,53,1214
F00906,Aydın Holding A.Ş.,3885140567126161,Gıda ve İçecek,İstanbul,2008-09-17,12086.75,10,1313
F00907,Mavera Yazılım A.Ş.,5985803526908194,Kimya,Mersin,2019-04-17,203872.51,22,1662
F00908,Aydın Teknoloji A.Ş.,5507644160810041,Gıda ve İçecek,İzmir,2019-04-13,797573.68,21,859
F00909,Kaptan Otomotiv Ltd. Şti.,3704998244262793,Bilişim ve Yazılım,Gaziantep,2021-12-31,184366.39,134,1512
F00910,Mavera Sistem Ltd. Şti.,5413727299406606,Enerji,İstanbul,2013-07-14,402158.48,19,1524
F00911,Toros Yazılım A.Ş.,9263045815536064,Otomotiv,Samsun,2013-05-08,19507.94,10,1388
F00912,Vadi Tekstil Ltd. Şti.,7128422645095221,İnşaat,Mersin,2023-02-20,1098707.38,14,834
F00913,Deniz Metal A.Ş.,4072380244723183,Metal ve Makine,Ankara,2016-08-07,430670.28,6,1034
F00914,Kıvılcım İnşaat A.Ş.,0035542605682502,Eğitim,Antalya,2013-09-24,107197.16,23,1777
F00915,Ege Tekstil Ltd. Şti.,3459872060912475,Turizm ve Konaklama,Gaziantep,2016-04-04,456444.75,25,1469
F00916,Sahil Enerji Ltd. Şti.,6095288056519752,İnşaat,Konya,2014-05-22,299976.64,27,602
F00917,Bumerang Endüstri A.Ş.,0857210245716482,Lojistik,İstanbul,1995-04-24,303214.93,4,1658
F00918,Bereket Lojistik Ltd. Şti.,8710325352903002,Tarım,İzmir,2016-04-23,228234.56,13,948
F00919,Ege Danışmanlık Ltd. Şti.,4145019650305451,Finans ve Sigorta,İzmir,1998-04-05,821193.44,25,1567
F00920,Kervan Makine Ltd. Şti.,9599789776525238,Enerji,İzmir,2005-11-30,109718.67,6,1467
F00921,Bereket Makine A.Ş.,0135063767720640,Metal ve Makine,Antalya,2018-03-04,124997.84,20,751
F00922,Kaptan Teknoloji A.Ş.,2985924981924245,Otomotiv,Ankara,2007-07-15,156952.89,81,1531
F00923,Sahil Grup Ltd. Şti.,7428744791866745,Eğitim,Bursa,2004-08-08,322375.74,98,699
F00924,Toros Danışmanlık Ltd. Şti.,0456949227840822,Bilişim ve Yazılım,İzmir,2014-02-20,109442.85,9,1657
F00925,Kaptan Ticaret Ltd. Şti.,5623209956438916,Metal ve Makine,Trabzon,2016-08-09,703077.21,5,1699
F00926,Bereket Kimya Ltd. Şti.,3183619813959977,Lojistik,Denizli,1996-09-06,172189.99,45,1090
F00927,Mavera Enerji A.Ş.,5085893401689533,Metal ve Makine,İstanbul,2014-08-27,234299.91,8,1716
F00928,Toros Tekstil Ltd. Şti.,9047562013143230,Otomotiv,Mersin,2018-07-04,150985.74,12,1552
F00929,Sahil Turizm Ltd. Şti.,3336596667738332,Bilişim ve Yazılım,Adana,2013-02-06,488836.98,32,1463
F00930,Toprak Holding Ltd. Şti.,0043188861030626,İnşaat,Ankara,2007-09-25,169384.44,9,1335
F00931,Vadi Yapı A.Ş.,2268364483305294,Metal ve Makine,Ankara,2015-10-09,353115.94,11,1405
F00932,Meridyen Grup A.Ş.,8379530787657501,Eğitim,Antalya,2005-07-24,50565.3,26,1454
F00933,Zirve Otomotiv Ltd. Şti.,2183988681768662,Otomotiv,Samsun,2003-08-28,807790.04,13,878
F00934,Doruk Yapı A.Ş.,2838659433874906,Tarım,Samsun,1998-02-23,180901.72,11,1622
F00935,Cevher Ticaret A.Ş.,4061722443435621,Enerji,Denizli,2010-08-19,27520.85,14,1554
F00936,Kervan Tarım Ltd. Şti.,2043751183201782,Eğitim,Ankara,2007-03-04,129620.12,14,1211
F00937,Ege Ticaret A.Ş.,3542163254593854,Finans ve Sigorta,İzmir,2020-02-11,120267.03,8,1186
F00938,Anka Otomotiv A.Ş.,5257820224101331,Finans ve Sigorta,Bursa,2020-05-03,569196.01,6,1129
F00939,Kervan Yazılım Ltd. Şti.,4652030669304158,Perakende Ticaret,İstanbul,1997-11-10,1876129.68,35,841
F00940,Kervan Sistem A.Ş.,6063448401668613,Turizm ve Konaklama,Denizli,2013-07-26,115699.88,17,1425
F00941,Kervan Danışmanlık Ltd. Şti.,7880970447784422,Eğitim,Bursa,2015-04-09,52075.92,42,1647
F00942,Rüzgar Tekstil A.Ş.,0174385364385472,Kimya,Ankara,2004-04-24,455928.74,52,1535
F00943,Pusula Holding Ltd. Şti.,2163050015225597,Eğitim,Bursa,2006-02-22,439520.2,63,1730
F00944,Zirve Tarım Ltd. Şti.,0634409681738029,Bilişim ve Yazılım,Samsun,1995-11-04,106334.15,25,1200
F00945,Bumerang Ticaret Ltd. Şti.,6144861499588284,Enerji,Kayseri,2023-08-02,467226.77,21,984
F00946,Bereket Endüstri A.Ş.,5233348615873720,Finans ve Sigorta,İstanbul,2008-12-08,234678.04,17,1269
F00947,Bahar Danışmanlık A.Ş.,6631293834088272,İnşaat,Denizli,2008-10-07,379337.25,30,1318
F00948,Doruk Metal Ltd. Şti.,3089767568689382,Tarım,İstanbul,2015-05-30,343540.2,53,1541
