payment_id,loan_id,taksit_no,vade_tarihi,tutar_tl,odeme_durumu,gecikme_gun
P0165133,L005484,25,2026-01-26,3221.53,Zamanında Ödendi,0
P0165134,L005484,26,2026-02-25,3221.53,Zamanında Ödendi,0
P0165135,L005484,27,2026-03-27,3221.53,Zamanında Ödendi,0
P0165136,L005484,28,2026-04-26,3221.53,Zamanında Ödendi,0
P0165137,L005484,29,2026-05-26,3221.53,Zamanında Ödendi,0
P0165138,L005484,30,2026-06-25,3221.53,Zamanında Ödendi,0
P0165139,L005484,31,2026-07-25,3221.53,Zamanında Ödendi,0
P0165140,L005484,32,2026-08-24,3221.53,Zamanında Ödendi,0
P0165141,L005485,1,2023-06-18,10605.69,Zamanında Ödendi,0
P0165142,L005485,2,2023-07-18,10605.69,Zamanında Ödendi,0
P0165143,L005485,3,2023-08-17,10605.69,Zamanında Ödendi,0
P0165144,L005485,4,2023-09-16,10605.69,Zamanında Ödendi,0
P0165145,L005485,5,2023-10-16,10605.69,Zamanında Ödendi,0
P0165146,L005485,6,2023-11-15,10605.69,Zamanında Ödendi,0
P0165147,L005485,7,2023-12-15,10605.69,Zamanında Ödendi,0
P0165148,L005485,8,2024-01-14,10605.69,Zamanında Ödendi,0
P0165149,L005485,9,2024-02-13,10605.69,Zamanında Ödendi,0
P0165150,L005485,10,2024-03-14,10605.69,Zamanında Ödendi,0
P0165151,L005485,11,2024-04-13,10605.69,Zamanında Ödendi,0
P0165152,L005485,12,2024-05-13,10605.69,Zamanında Ödendi,0
P0165153,L005485,13,2024-06-12,10605.69,Zamanında Ödendi,0
P0165154,L005485,14,2024-07-12,10605.69,Zamanında Ödendi,0
P0165155,L005485,15,2024-08-11,10605.69,Zamanında Ödendi,0
P0165156,L005485,16,2024-09-10,10605.69,Zamanında Ödendi,0
P0165157,L005485,17,2024-10-10,10605.69,Zamanında Ödendi,0
P0165158,L005485,18,2024-11-09,10605.69,Zamanında Ödendi,0
P0165159,L005485,19,2024-12-09,10605.69,Zamanında Ödendi,0
P0165160,L005485,20,2025-01-08,10605.69,Zamanında Ödendi,0
P0165161,L005485,21,2025-02-07,10605.69,Zamanında Ödendi,0
P0165162,L005485,22,2025-03-09,10605.69,Zamanında Ödendi,0
P0165163,L005485,23,2025-04-08,10605.69,Zamanında Ödendi,0
P0165164,L005485,24,2025-05-08,10605.69,Zamanında Ödendi,0
P0165165,L005486,1,2026-02-12,6364.5,Zamanında Ödendi,0
P0165166,L005486,2,2026-03-14,6364.5,Zamanında Ödendi,0
P0165167,L005486,3,2026-04-13,6364.5,Zamanında Ödendi,0
P0165168,L005486,4,2026-05-13,6364.5,Zamanında Ödendi,0
P0165169,L005486,5,2026-06-12,6364.5,Zamanında Ödendi,0
P0165170,L005486,6,2026-07-12,6364.5,Zamanında Ödendi,0
P0165171,L005486,7,2026-08-11,6364.5,Zamanında Ödendi,0
P0165172,L005487,1,2020-04-15,999.86,Zamanında Ödendi,0
P0165173,L005487,2,2020-05-15,999.86,Zamanında Ödendi,0
P0165174,L005487,3,2020-06-14,999.86,Zamanında Ödendi,0
P0165175,L005487,4,2020-07-14,999.86,Zamanında Ödendi,0
P0165176,L005487,5,2020-08-13,999.86,Zamanında Ödendi,0
P0165177,L005487,6,2020-09-12,999.86,Zamanında Ödendi,0
P0165178,L005487,7,2020-10-12,999.86,Zamanında Ödendi,0
P0165179,L005487,8,2020-11-11,999.86,Zamanında Ödendi,0
P0165180,L005487,9,2020-12-11,999.86,Zamanında Ödendi,0
P0165181,L005487,10,2021-01-10,999.86,Zamanında Ödendi,0
P0165182,L005487,11,2021-02-09,999.86,Zamanında Ödendi,0
P0165183,L005487,12,2021-03-11,999.86,Zamanında Ödendi,0
P0165184,L005487,13,2021-04-10,999.86,Zamanında Ödendi,0
P0165185,L005487,14,2021-05-10,999.86,Zamanında Ödendi,0
P0165186,L005487,15,2021-06-09,999.86,Zamanında Ödendi,0
P0165187,L005487,16,2021-07-09,999.86,Zamanında Ödendi,0
P0165188,L005487,17,2021-08-08,999.86,Zamanında Ödendi,0
P0165189,L005487,18,2021-09-07,999.86,Gecikmeli Ödendi,20
P0165190,L005487,19,2021-10-07,999.86,Zamanında Ödendi,0
P0165191,L005487,20,2021-11-06,999.86,Zamanında Ödendi,0
P0165192,L005487,21,2021-12-06,999.86,Zamanında Ödendi,0
P0165193,L005487,22,2022-01-05,999.86,Zamanında Ödendi,0
P0165194,L005487,23,2022-02-04,999.86,Zamanında Ödendi,0
P0165195,L005487,24,2022-03-06,999.86,Zamanında Ödendi,0
P0165196,L005487,25,2022-04-05,999.86,Zamanında Ödendi,0
P0165197,L005487,26,2022-05-05,999.86,Zamanında Ödendi,0
P0165198,L005487,27,2022-06-04,999.86,Zamanında Ödendi,0
P0165199,L005487,28,2022-07-04,999.86,Zamanında Ödendi,0
P0165200,L005487,29,2022-08-03,999.86,Zamanında Ödendi,0
P0165201,L005487,30,2022-09-02,999.86,Zamanında Ödendi,0
P0165202,L005487,31,2022-10-02,999.86,Zamanında Ödendi,0
P0165203,L005487,32,2022-11-01,999.86,Zamanında Ödendi,0
P0165204,L005487,33,2022-12-01,999.86,Zamanında Ödendi,0
P0165205,L005487,34,2022-12-31,999.86,Zamanında Ödendi,0
P0165206,L005487,35,2023-01-30,999.86,Zamanında Ödendi,0
P0165207,L005487,36,2023-03-01,999.86,Zamanında Ödendi,0
P0165208,L005488,1,2020-09-08,15774.44,Zamanında Ödendi,0
P0165209,L005488,2,2020-10-08,15774.44,Zamanında Ödendi,0
P0165210,L005488,3,2020-11-07,15774.44,Zamanında Ödendi,0
P0165211,L005488,4,2020-12-07,15774.44,Zamanında Ödendi,0
P0165212,L005488,5,2021-01-06,15774.44,Zamanında Ödendi,0
P0165213,L005488,6,2021-02-05,15774.44,Gecikmeli Ödendi,11
P0165214,L005488,7,2021-03-07,15774.44,Zamanında Ödendi,0
P0165215,L005488,8,2021-04-06,15774.44,Zamanında Ödendi,0
P0165216,L005488,9,2021-05-06,15774.44,Zamanında Ödendi,0
P0165217,L005488,10,2021-06-05,15774.44,Zamanında Ödendi,0
P0165218,L005488,11,2021-07-05,15774.44,Zamanında Ödendi,0
P0165219,L005488,12,2021-08-04,15774.44,Zamanında Ödendi,0
P0165220,L005488,13,2021-09-03,15774.44,Zamanında Ödendi,0
P0165221,L005488,14,2021-10-03,15774.44,Zamanında Ödendi,0
P0165222,L005488,15,2021-11-02,15774.44,Zamanında Ödendi,0
P0165223,L005488,16,2021-12-02,15774.44,Zamanında Ödendi,0
P0165224,L005488,17,2022-01-01,15774.44,Gecikmeli Ödendi,29
P0165225,L005488,18,2022-01-31,15774.44,Zamanında Ödendi,0
P0165226,L005488,19,2022-03-02,15774.44,Zamanında Ödendi,0
P0165227,L005488,20,2022-04-01,15774.44,Zamanında Ödendi,0
P0165228,L005488,21,2022-05-01,15774.44,Zamanında Ödendi,0
P0165229,L005488,22,2022-05-31,15774.44,Zamanında Ödendi,0
P0165230,L005488,23,2022-06-30,15774.44,Zamanında Ödendi,0
P0165231,L005488,24,2022-07-30,15774.44,Zamanında Ödendi,0
P0165232,L005488,25,2022-08-29,15774.44,Zamanında Ödendi,0
P0165233,L005488,26,2022-09-28,15774.44,Zamanında Ödendi,0
P0165234,L005488,27,2022-10-28,15774.44,Zamanında Ödendi,0
P0165235,L005488,28,2022-11-27,15774.44,Zamanında Ödendi,0
P0165236,L005488,29,2022-12-27,15774.44,Zamanında Ödendi,0
P0165237,L005488,30,2023-01-26,15774.44,Zamanında Ödendi,0
P0165238,L005488,31,2023-02-25,15774.44,Zamanında Ödendi,0
P0165239,L005488,32,2023-03-27,15774.44,Zamanında Ödendi,0
P0165240,L005488,33,2023-04-26,15774.44,Zamanında Ödendi,0
P0165241,L005488,34,2023-05-26,15774.44,Zamanında Ödendi,0
P0165242,L005488,35,2023-06-25,15774.44,Zamanında Ödendi,0
P0165243,L005488,36,2023-07-25,15774.44,Zamanında Ödendi,0
P0165244,L005488,37,2023-08-24,15774.44,Zamanında Ödendi,0
P0165245,L005488,38,2023-09-23,15774.44,Zamanında Ödendi,0
P0165246,L005488,39,2023-10-23,15774.44,Zamanında Ödendi,0
P0165247,L005488,40,2023-11-22,15774.44,Zamanında Ödendi,0
P0165248,L005488,41,2023-12-22,15774.44,Zamanında Ödendi,0
P0165249,L005488,42,2024-01-21,15774.44,Zamanında Ödendi,0
P0165250,L005488,43,2024-02-20,15774.44,Zamanında Ödendi,0
P0165251,L005488,44,2024-03-21,15774.44,Zamanında Ödendi,0
P0165252,L005488,45,2024-04-20,15774.44,Zamanında Ödendi,0
P0165253,L005488,46,2024-05-20,15774.44,Zamanında Ödendi,0
P0165254,L005488,47,2024-06-19,15774.44,Zamanında Ödendi,0
P0165255,L005488,48,2024-07-19,15774.44,Zamanında Ödendi,0
P0165256,L005488,49,2024-08-18,15774.44,Zamanında Ödendi,0
P0165257,L005488,50,2024-09-17,15774.44,Zamanında Ödendi,0
P0165258,L005488,51,2024-10-17,15774.44,Zamanında Ödendi,0
P0165259,L005488,52,2024-11-16,15774.44,Zamanında Ödendi,0
P0165260,L005488,53,2024-12-16,15774.44,Zamanında Ödendi,0
P0165261,L005488,54,2025-01-15,15774.44,Zamanında Ödendi,0
P0165262,L005488,55,2025-02-14,15774.44,Zamanında Ödendi,0
P0165263,L005488,56,2025-03-16,15774.44,Zamanında Ödendi,0
P0165264,L005488,57,2025-04-15,15774.44,Zamanında Ödendi,0
P0165265,L005488,58,2025-05-15,15774.44,Zamanında Ödendi,0
P0165266,L005488,59,2025-06-14,15774.44,Ödenmedi,0
P0165267,L005488,60,2025-07-14,15774.44,Ödenmedi,0
P0165268,L005489,1,2023-01-27,16391.8,Zamanında Ödendi,0
P0165269,L005489,2,2023-02-26,16391.8,Zamanında Ödendi,0
P0165270,L005489,3,2023-03-28,16391.8,Zamanında Ödendi,0
P0165271,L005489,4,2023-04-27,16391.8,Zamanında Ödendi,0
P0165272,L005489,5,2023-05-27,16391.8,Zamanında Ödendi,0
P0165273,L005489,6,2023-06-26,16391.8,Zamanında Ödendi,0
P0165274,L005489,7,2023-07-26,16391.8,Zamanında Ödendi,0
P0165275,L005489,8,2023-08-25,16391.8,Gecikmeli Ödendi,10
P0165276,L005489,9,2023-09-24,16391.8,Zamanında Ödendi,0
P0165277,L005489,10,2023-10-24,16391.8,Zamanında Ödendi,0
P0165278,L005489,11,2023-11-23,16391.8,Zamanında Ödendi,0
P0165279,L005489,12,2023-12-23,16391.8,Zamanında Ödendi,0
P0165280,L005489,13,2024-01-22,16391.8,Zamanında Ödendi,0
P0165281,L005489,14,2024-02-21,16391.8,Zamanında Ödendi,0
P0165282,L005489,15,2024-03-22,16391.8,Gecikmeli Ödendi,3
P0165283,L005489,16,2024-04-21,16391.8,Zamanında Ödendi,0
P0165284,L005489,17,2024-05-21,16391.8,Zamanında Ödendi,0
P0165285,L005489,18,2024-06-20,16391.8,Zamanında Ödendi,0
P0165286,L005489,19,2024-07-20,16391.8,Zamanında Ödendi,0
P0165287,L005489,20,2024-08-19,16391.8,Zamanında Ödendi,0
P0165288,L005489,21,2024-09-18,16391.8,Gecikmeli Ödendi,20
P0165289,L005489,22,2024-10-18,16391.8,Zamanında Ödendi,0
P0165290,L005489,23,2024-11-17,16391.8,Zamanında Ödendi,0
P0165291,L005489,24,2024-12-17,16391.8,Zamanında Ödendi,0
P0165292,L005489,25,2025-01-16,16391.8,Zamanında Ödendi,0
P0165293,L005489,26,2025-02-15,16391.8,Zamanında Ödendi,0
P0165294,L005489,27,2025-03-17,16391.8,Zamanında Ödendi,0
P0165295,L005489,28,2025-04-16,16391.8,Zamanında Ödendi,0
P0165296,L005489,29,2025-05-16,16391.8,Zamanında Ödendi,0
P0165297,L005489,30,2025-06-15,16391.8,Gecikmeli Ödendi,8
P0165298,L005489,31,2025-07-15,16391.8,Zamanında Ödendi,0
P0165299,L005489,32,2025-08-14,16391.8,Zamanında Ödendi,0
P0165300,L005489,33,2025-09-13,16391.8,Zamanında Ödendi,0
P0165301,L005489,34,2025-10-13,16391.8,Zamanında Ödendi,0
P0165302,L005489,35,2025-11-12,16391.8,Zamanında Ödendi,0
P0165303,L005489,36,2025-12-12,16391.8,Zamanında Ödendi,0
P0165304,L005489,37,2026-01-11,16391.8,Zamanında Ödendi,0
P0165305,L005489,38,2026-02-10,16391.8,Zamanında Ödendi,0
P0165306,L005489,39,2026-03-12,16391.8,Zamanında Ödendi,0
P0165307,L005489,40,2026-04-11,16391.8,Zamanında Ödendi,0
P0165308,L005489,41,2026-05-11,16391.8,Zamanında Ödendi,0
P0165309,L005489,42,2026-06-10,16391.8,Zamanında Ödendi,0
P0165310,L005489,43,2026-07-10,16391.8,Zamanında Ödendi,0
P0165311,L005489,44,2026-08-09,16391.8,Zamanında Ödendi,0
P0165312,L005490,1,2021-06-13,4275.62,Zamanında Ödendi,0
P0165313,L005490,2,2021-07-13,4275.62,Zamanında Ödendi,0
P0165314,L005490,3,2021-08-12,4275.62,Zamanında Ödendi,0
P0165315,L005490,4,2021-09-11,4275.62,Zamanında Ödendi,0
P0165316,L005490,5,2021-10-11,4275.62,Zamanında Ödendi,0
P0165317,L005490,6,2021-11-10,4275.62,Zamanında Ödendi,0
P0165318,L005490,7,2021-12-10,4275.62,Zamanında Ödendi,0
P0165319,L005490,8,2022-01-09,4275.62,Zamanında Ödendi,0
P0165320,L005490,9,2022-02-08,4275.62,Zamanında Ödendi,0
P0165321,L005490,10,2022-03-10,4275.62,Zamanında Ödendi,0
P0165322,L005490,11,2022-04-09,4275.62,Zamanında Ödendi,0
P0165323,L005490,12,2022-05-09,4275.62,Zamanında Ödendi,0
P0165324,L005490,13,2022-06-08,4275.62,Zamanında Ödendi,0
P0165325,L005490,14,2022-07-08,4275.62,Zamanında Ödendi,0
P0165326,L005490,15,2022-08-07,4275.62,Zamanında Ödendi,0
P0165327,L005490,16,2022-09-06,4275.62,Zamanında Ödendi,0
P0165328,L005490,17,2022-10-06,4275.62,Zamanında Ödendi,0
P0165329,L005490,18,2022-11-05,4275.62,Zamanında Ödendi,0
P0165330,L005490,19,2022-12-05,4275.62,Zamanında Ödendi,0
P0165331,L005490,20,2023-01-04,4275.62,Zamanında Ödendi,0
P0165332,L005490,21,2023-02-03,4275.62,Zamanında Ödendi,0
P0165333,L005490,22,2023-03-05,4275.62,Zamanında Ödendi,0
P0165334,L005490,23,2023-04-04,4275.62,Zamanında Ödendi,0
P0165335,L005490,24,2023-05-04,4275.62,Zamanında Ödendi,0
P0165336,L005490,25,2023-06-03,4275.62,Zamanında Ödendi,0
P0165337,L005490,26,2023-07-03,4275.62,Zamanında Ödendi,0
P0165338,L005490,27,2023-08-02,4275.62,Zamanında Ödendi,0
P0165339,L005490,28,2023-09-01,4275.62,Zamanında Ödendi,0
P0165340,L005490,29,2023-10-01,4275.62,Zamanında Ödendi,0
P0165341,L005490,30,2023-10-31,4275.62,Zamanında Ödendi,0
P0165342,L005490,31,2023-11-30,4275.62,Zamanında Ödendi,0
P0165343,L005490,32,2023-12-30,4275.62,Zamanında Ödendi,0
P0165344,L005490,33,2024-01-29,4275.62,Zamanında Ödendi,0
P0165345,L005490,34,2024-02-28,4275.62,Zamanında Ödendi,0
P0165346,L005490,35,2024-03-29,4275.62,Zamanında Ödendi,0
P0165347,L005490,36,2024-04-28,4275.62,Zamanında Ödendi,0
P0165348,L005490,37,2024-05-28,4275.62,Zamanında Ödendi,0
P0165349,L005490,38,2024-06-27,4275.62,Zamanında Ödendi,0
P0165350,L005490,39,2024-07-27,4275.62,Zamanında Ödendi,0
P0165351,L005490,40,2024-08-26,4275.62,Zamanında Ödendi,0
P0165352,L005490,41,2024-09-25,4275.62,Zamanında Ödendi,0
P0165353,L005490,42,2024-10-25,4275.62,Zamanında Ödendi,0
P0165354,L005490,43,2024-11-24,4275.62,Zamanında Ödendi,0
P0165355,L005490,44,2024-12-24,4275.62,Zamanında Ödendi,0
P0165356,L005490,45,2025-01-23,4275.62,Zamanında Ödendi,0
P0165357,L005490,46,2025-02-22,4275.62,Zamanında Ödendi,0
P0165358,L005490,47,2025-03-24,4275.62,Zamanında Ödendi,0
P0165359,L005490,48,2025-04-23,4275.62,Zamanında Ödendi,0
P0165360,L005491,1,2025-01-02,934.76,Zamanında Ödendi,0
P0165361,L005491,2,2025-02-01,934.76,Zamanında Ödendi,0
P0165362,L005491,3,2025-03-03,934.76,Zamanında Ödendi,0
P0165363,L005491,4,2025-04-02,934.76,Gecikmeli Ödendi,13
P0165364,L005491,5,2025-05-02,934.76,Zamanında Ödendi,0
P0165365,L005491,6,2025-06-01,934.76,Gecikmeli Ödendi,1
P0165366,L005491,7,2025-07-01,934.76,Zamanında Ödendi,0
P0165367,L005491,8,2025-07-31,934.76,Zamanında Ödendi,0
P0165368,L005491,9,2025-08-30,934.76,Zamanında Ödendi,0
P0165369,L005491,10,2025-09-29,934.76,Gecikmeli Ödendi,14
P0165370,L005491,11,2025-10-29,934.76,Gecikmeli Ödendi,7
P0165371,L005491,12,2025-11-28,934.76,Zamanında Ödendi,0
P0165372,L005491,13,2025-12-28,934.76,Zamanında Ödendi,0
P0165373,L005491,14,2026-01-27,934.76,Zamanında Ödendi,0
P0165374,L005491,15,2026-02-26,934.76,Zamanında Ödendi,0
P0165375,L005491,16,2026-03-28,934.76,Zamanında Ödendi,0
P0165376,L005491,17,2026-04-27,934.76,Gecikmeli Ödendi,6
P0165377,L005491,18,2026-05-27,934.76,Zamanında Ödendi,0
P0165378,L005491,19,2026-06-26,934.76,Zamanında Ödendi,0
P0165379,L005491,20,2026-07-26,934.76,Zamanında Ödendi,0
P0165380,L005491,21,2026-08-25,934.76,Zamanında Ödendi,0
P0165381,L005492,1,2020-03-12,6636.05,Zamanında Ödendi,0
P0165382,L005492,2,2020-04-11,6636.05,Zamanında Ödendi,0
P0165383,L005492,3,2020-05-11,6636.05,Zamanında Ödendi,0
P0165384,L005492,4,2020-06-10,6636.05,Zamanında Ödendi,0
P0165385,L005492,5,2020-07-10,6636.05,Zamanında Ödendi,0
P0165386,L005492,6,2020-08-09,6636.05,Zamanında Ödendi,0
P0165387,L005492,7,2020-09-08,6636.05,Zamanında Ödendi,0
P0165388,L005492,8,2020-10-08,6636.05,Zamanında Ödendi,0
P0165389,L005492,9,2020-11-07,6636.05,Zamanında Ödendi,0
P0165390,L005492,10,2020-12-07,6636.05,Zamanında Ödendi,0
P0165391,L005492,11,2021-01-06,6636.05,Zamanında Ödendi,0
P0165392,L005492,12,2021-02-05,6636.05,Zamanında Ödendi,0
P0165393,L005492,13,2021-03-07,6636.05,Zamanında Ödendi,0
P0165394,L005492,14,2021-04-06,6636.05,Zamanında Ödendi,0
P0165395,L005492,15,2021-05-06,6636.05,Zamanında Ödendi,0
P0165396,L005492,16,2021-06-05,6636.05,Zamanında Ödendi,0
P0165397,L005492,17,2021-07-05,6636.05,Zamanında Ödendi,0
P0165398,L005492,18,2021-08-04,6636.05,Zamanında Ödendi,0
P0165399,L005492,19,2021-09-03,6636.05,Zamanında Ödendi,0
P0165400,L005492,20,2021-10-03,6636.05,Zamanında Ödendi,0
P0165401,L005492,21,2021-11-02,6636.05,Zamanında Ödendi,0
P0165402,L005492,22,2021-12-02,6636.05,Zamanında Ödendi,0
P0165403,L005492,23,2022-01-01,6636.05,Zamanında Ödendi,0
P0165404,L005492,24,2022-01-31,6636.05,Zamanında Ödendi,0
P0165405,L005492,25,2022-03-02,6636.05,Zamanında Ödendi,0
P0165406,L005492,26,2022-04-01,6636.05,Zamanında Ödendi,0
P0165407,L005492,27,2022-05-01,6636.05,Zamanında Ödendi,0
P0165408,L005492,28,2022-05-31,6636.05,Zamanında Ödendi,0
P0165409,L005492,29,2022-06-30,6636.05,Zamanında Ödendi,0
P0165410,L005492,30,2022-07-30,6636.05,Zamanında Ödendi,0
P0165411,L005492,31,2022-08-29,6636.05,Zamanında Ödendi,0
P0165412,L005492,32,2022-09-28,6636.05,Zamanında Ödendi,0
P0165413,L005492,33,2022-10-28,6636.05,Zamanında Ödendi,0
P0165414,L005492,34,2022-11-27,6636.05,Zamanında Ödendi,0
P0165415,L005492,35,2022-12-27,6636.05,Zamanında Ödendi,0
P0165416,L005492,36,2023-01-26,6636.05,Zamanında Ödendi,0
P0165417,L005492,37,2023-02-25,6636.05,Zamanında Ödendi,0
P0165418,L005492,38,2023-03-27,6636.05,Zamanında Ödendi,0
P0165419,L005492,39,2023-04-26,6636.05,Zamanında Ödendi,0
P0165420,L005492,40,2023-05-26,6636.05,Zamanında Ödendi,0
P0165421,L005492,41,2023-06-25,6636.05,Zamanında Ödendi,0
P0165422,L005492,42,2023-07-25,6636.05,Zamanında Ödendi,0
P0165423,L005492,43,2023-08-24,6636.05,Zamanında Ödendi,0
P0165424,L005492,44,2023-09-23,6636.05,Zamanında Ödendi,0
P0165425,L005492,45,2023-10-23,6636.05,Zamanında Ödendi,0
P0165426,L005492,46,2023-11-22,6636.05,Zamanında Ödendi,0
P0165427,L005492,47,2023-12-22,6636.05,Zamanında Ödendi,0
P0165428,L005492,48,2024-01-21,6636.05,Zamanında Ödendi,0
P0165429,L005492,49,2024-02-20,6636.05,Zamanında Ödendi,0
P0165430,L005492,50,2024-03-21,6636.05,Zamanında Ödendi,0
P0165431,L005492,51,2024-04-20,6636.05,Zamanında Ödendi,0
P0165432,L005492,52,2024-05-20,6636.05,Zamanında Ödendi,0
P0165433,L005492,53,2024-06-19,6636.05,Zamanında Ödendi,0
P0165434,L005492,54,2024-07-19,6636.05,Zamanında Ödendi,0
P0165435,L005492,55,2024-08-18,6636.05,Zamanında Ödendi,0
P0165436,L005492,56,2024-09-17,6636.05,Zamanında Ödendi,0
P0165437,L005492,57,2024-10-17,6636.05,Zamanında Ödendi,0
P0165438,L005492,58,2024-11-16,6636.05,Zamanında Ödendi,0
P0165439,L005492,59,2024-12-16,6636.05,Zamanında Ödendi,0
P0165440,L005492,60,2025-01-15,6636.05,Zamanında Ödendi,0
P0165441,L005493,1,2025-07-04,18346.69,Zamanında Ödendi,0
P0165442,L005493,2,2025-08-03,18346.69,Zamanında Ödendi,0
P0165443,L005493,3,2025-09-02,18346.69,Zamanında Ödendi,0
P0165444,L005493,4,2025-10-02,18346.69,Zamanında Ödendi,0
P0165445,L005493,5,2025-11-01,18346.69,Zamanında Ödendi,0
P0165446,L005493,6,2025-12-01,18346.69,Zamanında Ödendi,0
P0165447,L005493,7,2025-12-31,18346.69,Zamanında Ödendi,0
P0165448,L005493,8,2026-01-30,18346.69,Zamanında Ödendi,0
P0165449,L005493,9,2026-03-01,18346.69,Zamanında Ödendi,0
P0165450,L005493,10,2026-03-31,18346.69,Zamanında Ödendi,0
P0165451,L005493,11,2026-04-30,18346.69,Zamanında Ödendi,0
P0165452,L005493,12,2026-05-30,18346.69,Zamanında Ödendi,0
P0165453,L005493,13,2026-06-29,18346.69,Zamanında Ödendi,0
P0165454,L005493,14,2026-07-29,18346.69,Zamanında Ödendi,0
P0165455,L005494,1,2021-04-09,18313.91,Zamanında Ödendi,0
P0165456,L005494,2,2021-05-09,18313.91,Zamanında Ödendi,0
P0165457,L005494,3,2021-06-08,18313.91,Zamanında Ödendi,0
P0165458,L005494,4,2021-07-08,18313.91,Zamanında Ödendi,0
P0165459,L005494,5,2021-08-07,18313.91,Zamanında Ödendi,0
P0165460,L005494,6,2021-09-06,18313.91,Zamanında Ödendi,0
P0165461,L005494,7,2021-10-06,18313.91,Zamanında Ödendi,0
P0165462,L005494,8,2021-11-05,18313.91,Zamanında Ödendi,0
P0165463,L005494,9,2021-12-05,18313.91,Zamanında Ödendi,0
P0165464,L005494,10,2022-01-04,18313.91,Zamanında Ödendi,0
P0165465,L005494,11,2022-02-03,18313.91,Zamanında Ödendi,0
P0165466,L005494,12,2022-03-05,18313.91,Zamanında Ödendi,0
P0165467,L005494,13,2022-04-04,18313.91,Zamanında Ödendi,0
P0165468,L005494,14,2022-05-04,18313.91,Zamanında Ödendi,0
P0165469,L005494,15,2022-06-03,18313.91,Zamanında Ödendi,0
P0165470,L005494,16,2022-07-03,18313.91,Zamanında Ödendi,0
P0165471,L005494,17,2022-08-02,18313.91,Zamanında Ödendi,0
P0165472,L005494,18,2022-09-01,18313.91,Zamanında Ödendi,0
P0165473,L005494,19,2022-10-01,18313.91,Zamanında Ödendi,0
P0165474,L005494,20,2022-10-31,18313.91,Zamanında Ödendi,0
P0165475,L005494,21,2022-11-30,18313.91,Zamanında Ödendi,0
P0165476,L005494,22,2022-12-30,18313.91,Zamanında Ödendi,0
P0165477,L005494,23,2023-01-29,18313.91,Zamanında Ödendi,0
P0165478,L005494,24,2023-02-28,18313.91,Zamanında Ödendi,0
P0165479,L005494,25,2023-03-30,18313.91,Zamanında Ödendi,0
P0165480,L005494,26,2023-04-29,18313.91,Zamanında Ödendi,0
P0165481,L005494,27,2023-05-29,18313.91,Zamanında Ödendi,0
P0165482,L005494,28,2023-06-28,18313.91,Zamanında Ödendi,0
P0165483,L005494,29,2023-07-28,18313.91,Zamanında Ödendi,0
P0165484,L005494,30,2023-08-27,18313.91,Zamanında Ödendi,0
P0165485,L005494,31,2023-09-26,18313.91,Zamanında Ödendi,0
P0165486,L005494,32,2023-10-26,18313.91,Zamanında Ödendi,0
P0165487,L005494,33,2023-11-25,18313.91,Zamanında Ödendi,0
P0165488,L005494,34,2023-12-25,18313.91,Zamanında Ödendi,0
P0165489,L005494,35,2024-01-24,18313.91,Zamanında Ödendi,0
P0165490,L005494,36,2024-02-23,18313.91,Zamanında Ödendi,0
P0165491,L005495,1,2020-06-10,1808.32,Zamanında Ödendi,0
P0165492,L005495,2,2020-07-10,1808.32,Zamanında Ödendi,0
P0165493,L005495,3,2020-08-09,1808.32,Zamanında Ödendi,0
P0165494,L005495,4,2020-09-08,1808.32,Zamanında Ödendi,0
P0165495,L005495,5,2020-10-08,1808.32,Zamanında Ödendi,0
P0165496,L005495,6,2020-11-07,1808.32,Zamanında Ödendi,0
P0165497,L005495,7,2020-12-07,1808.32,Zamanında Ödendi,0
P0165498,L005495,8,2021-01-06,1808.32,Zamanında Ödendi,0
P0165499,L005495,9,2021-02-05,1808.32,Zamanında Ödendi,0
P0165500,L005495,10,2021-03-07,1808.32,Zamanında Ödendi,0
P0165501,L005495,11,2021-04-06,1808.32,Zamanında Ödendi,0
P0165502,L005495,12,2021-05-06,1808.32,Zamanında Ödendi,0
P0165503,L005495,13,2021-06-05,1808.32,Zamanında Ödendi,0
P0165504,L005495,14,2021-07-05,1808.32,Zamanında Ödendi,0
P0165505,L005495,15,2021-08-04,1808.32,Zamanında Ödendi,0
P0165506,L005495,16,2021-09-03,1808.32,Zamanında Ödendi,0
P0165507,L005495,17,2021-10-03,1808.32,Zamanında Ödendi,0
P0165508,L005495,18,2021-11-02,1808.32,Zamanında Ödendi,0
P0165509,L005495,19,2021-12-02,1808.32,Zamanında Ödendi,0
P0165510,L005495,20,2022-01-01,1808.32,Zamanında Ödendi,0
P0165511,L005495,21,2022-01-31,1808.32,Zamanında Ödendi,0
P0165512,L005495,22,2022-03-02,1808.32,Zamanında Ödendi,0
P0165513,L005495,23,2022-04-01,1808.32,Zamanında Ödendi,0
P0165514,L005495,24,2022-05-01,1808.32,Zamanında Ödendi,0
P0165515,L005495,25,2022-05-31,1808.32,Zamanında Ödendi,0
P0165516,L005495,26,2022-06-30,1808.32,Zamanında Ödendi,0
P0165517,L005495,27,2022-07-30,1808.32,Zamanında Ödendi,0
P0165518,L005495,28,2022-08-29,1808.32,Zamanında Ödendi,0
P0165519,L005495,29,2022-09-28,1808.32,Zamanında Ödendi,0
P0165520,L005495,30,2022-10-28,1808.32,Zamanında Ödendi,0
